id,year,company,country,industry_group,weight_kg,carbon_footprint_pcf,upstream_percent_total_pcf,operations_percent_total_pcf,downstream_percent_total_pcf
2908 1 2014,2014,"Casio Computer Co., Ltd.",Japan,Consumer Durables & Apparel,45,2344,11.52%,0.55%,87.92%
3022 1 2016,2016,"Compañía Española de Petróleos, S.A.U. CEPS",Spain,Energy,1000,6109,null,null,null
3022 2 2016,2016,"Compañía Española de Petróleos, S.A.U. CEPS",Spain,Energy,1000,890,null,null,null
30495 1 2016,2016,SunPower Corporation,USA,Capital Goods,18.6,281,null,null,null
31487 1 2013,2013,Motorola Mobility,USA,Consumer Durables & Apparel,0.127,29.96,0.07%,92.35%,7.59%
3193 1 2013,2013,Innolux Corporation,Taiwan,Technology Hardware & Equipment,14.96,145,60.00%,40.00%,0.00%
32738 1 2013,2013,Sanden,Japan,Capital Goods,342.462,3139.9,28.42%,4.25%,67.33%
32738 1 2014,2014,Sanden,Japan,Capital Goods,342.462,2403.2,35.98%,5.77%,58.25%
32738 1 2015,2015,Sanden,Japan,Electrical Equipment and Machinery,342.462,2268.1,42.63%,6.67%,50.70%
32838 1 2015,2015,Crimidesa,Spain,Chemicals,1000,180,null,null,null
32838 1 2016,2016,Crimidesa,Spain,Materials,1000,140,null,null,null
3329 2 2013,2013,"Cisco Systems, Inc.",USA,Technology Hardware & Equipment,3.5,278,19.39%,7.40%,73.21%
3329 3 2013,2013,"Cisco Systems, Inc.",USA,Technology Hardware & Equipment,2,1473,5.50%,2.10%,92.40%
33496 2 2014,2014,Perfection Bakeries Inc.,USA,Food & Staples Retailing,454,164,52.74%,27.75%,19.51%
33496 2 2015,2015,Perfection Bakeries Inc.,USA,Food & Staples Retailing,454,179,48.22%,25.37%,26.40%
33496 2 2016,2016,Perfection Bakeries Inc.,USA,"Food, Beverage & Tobacco",0.454,0.141,null,null,null
3435 1 2016,2016,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000,24839,34.13%,65.43%,0.43%
3435 2 2016,2016,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000,21126,23.59%,75.93%,0.49%
3435 3 2016,2016,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000,18042,16.72%,83.07%,0.21%
3435 4 2016,2016,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000,26836,29.89%,69.84%,0.26%
3435 5 2016,2016,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000,3859,22.73%,76.08%,1.19%
3435 6 2016,2016,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000,114.8,null,null,null
34386 1 2016,2016,CONTRAF NICOTEX TOBACCO GmbH,Germany,"Food, Beverage & Tobacco",1,16.884,23.57%,12.40%,64.03%
3448 1 2013,2013,Clariant AG,Switzerland,Materials,1,26,null,null,null
3448 2 2013,2013,Clariant AG,Switzerland,Materials,1,26,null,null,null
3448 3 2014,2014,Clariant AG,Switzerland,Materials,1,26,null,null,null
3448 3 2016,2016,Clariant AG,Switzerland,Materials,1,26,null,null,null
3448 4 2016,2016,Clariant AG,Switzerland,Materials,1,1.85,null,null,null
3448 5 2016,2016,Clariant AG,Switzerland,Materials,1,5,null,null,null
3448 6 2016,2016,Clariant AG,Switzerland,Materials,1,9,null,null,null
3448 7 2016,2016,Clariant AG,Switzerland,Materials,0.0333,0.004,22.36%,11.85%,65.79%
35290 1 2013,2013,SGD Group,France,Household & Personal Products,0.1,0.124,null,null,null
35290 2 2013,2013,SGD Group,France,Household & Personal Products,0.1,0.162,null,null,null
35311 10 2016,2016,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,9.78,59.46%,14.97%,25.56%
35311 11 2016,2016,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,11.06,52.51%,13.22%,34.27%
35311 1 2013,2013,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,13.39,54.89%,13.82%,31.29%
35311 1 2014,2014,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,12.59,54.63%,13.76%,31.61%
35311 12 2016,2016,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,17.1,56.95%,14.34%,28.71%
35311 2 2013,2013,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,10.1,52.60%,13.24%,34.16%
35311 2 2015,2015,"Interface, Inc.",USA,"Textiles, Apparel, Footwear and Luxury Goods",4.164,10.98,66.48%,2.00%,31.51%
35311 3 2013,2013,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,14.99,60.06%,15.12%,24.82%
35311 3 2014,2014,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,14.09,57.94%,14.59%,27.47%
35311 3 2016,2016,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,11.3,57.33%,14.44%,28.23%
35311 4 2013,2013,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,17.15,56.13%,14.13%,29.74%
35311 4 2015,2015,"Interface, Inc.",USA,"Textiles, Apparel, Footwear and Luxury Goods",4.164,15.93,53.67%,15.38%,30.95%
35311 4 2016,2016,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,12.84,50.02%,12.60%,37.38%
35311 5 2014,2014,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,10.09,52.36%,13.18%,34.46%
35311 5 2016,2016,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,10.41,48.42%,12.19%,39.39%
35311 6 2015,2015,"Interface, Inc.",USA,"Textiles, Apparel, Footwear and Luxury Goods",4.164,13.63,65.08%,6.97%,27.95%
35311 7 2015,2015,"Interface, Inc.",USA,"Textiles, Apparel, Footwear and Luxury Goods",4.164,12.89,64.57%,4.65%,30.78%
35311 7 2016,2016,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,11.27,53.14%,13.38%,33.48%
35311 8 2015,2015,"Interface, Inc.",USA,"Textiles, Apparel, Footwear and Luxury Goods",4.164,15.44,60.91%,7.77%,31.33%
35311 8 2016,2016,"Interface, Inc.",USA,Consumer Durables & Apparel,4.164,15.42,43.49%,10.95%,45.55%
35374 1 2013,2013,Raizen,Brazil,Energy,789,750,null,null,null
3565 10 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.541,0.34,73.95%,3.42%,22.63%
3565 11 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.541,0.22,52.09%,12.32%,35.59%
3565 1 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.3,0.17,69.76%,7.00%,23.24%
3565 12 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",2,0.4,50.20%,21.60%,28.20%
3565 13 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.614,0.35,72.51%,4.29%,23.21%
3565 14 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.541,0.24,56.84%,11.43%,31.73%
3565 2 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.492,0.36,null,null,null
3565 3 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.541,0.24,57.18%,11.02%,31.80%
3565 4 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",2,0.5,60.96%,17.12%,21.92%
3565 5 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.3,0.15,66.44%,7.66%,25.90%
3565 6 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.541,0.34,73.38%,3.50%,23.12%
3565 7 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.541,0.22,52.32%,12.22%,35.46%
3565 8 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",2,0.4,46.40%,23.28%,30.32%
3565 9 2013,2013,"Coca Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",0.3,0.15,52.07%,12.33%,35.60%
3652 1 2013,2013,Compal Electronics,Taiwan,Technology Hardware & Equipment,2,156.95,60.59%,0.73%,38.68%
3652 2 2013,2013,Compal Electronics,Taiwan,Technology Hardware & Equipment,2.58,131.82,30.00%,2.00%,68.00%
37921 1 2015,2015,Trinseo LLC,USA,Chemicals,1,0.18,null,null,null
37921 1 2016,2016,Trinseo LLC,USA,Materials,1000,120,null,null,null
37921 2 2015,2015,Trinseo LLC,USA,Chemicals,1,0.21,null,null,null
37921 3 2015,2015,Trinseo LLC,USA,Chemicals,1,0.99,null,null,null
37921 3 2016,2016,Trinseo LLC,USA,Materials,1000,1153,null,null,null
37921 4 2016,2016,Trinseo LLC,USA,Materials,1000,210,null,null,null
37977 1 2015,2015,Tennant Company,USA,Electrical Equipment and Machinery,181,655,null,null,null
37977 1 2016,2016,Tennant Company,USA,Capital Goods,181,4468.7,17.33%,3.73%,78.94%
38359 10 2016,2016,Barilla Holding SpA,Italy,Food & Staples Retailing,0.19,0.546,84.49%,14.23%,1.28%
38359 1 2014,2014,Barilla Holding SpA,Italy,Food & Staples Retailing,1,1.279,54.65%,37.53%,7.82%
38359 1 2015,2015,Barilla Holding SpA,Italy,Food & Staples Retailing,1,1.317,56.90%,35.51%,7.59%
38359 2 2014,2014,Barilla Holding SpA,Italy,Food & Staples Retailing,1,0.947,69.38%,26.40%,4.22%
38359 2 2015,2015,Barilla Holding SpA,Italy,Food & Staples Retailing,1,0.848,67.06%,28.57%,4.37%
38359 3 2014,2014,Barilla Holding SpA,Italy,Food & Staples Retailing,1,1.027,63.97%,24.34%,11.68%
38359 3 2015,2015,Barilla Holding SpA,Italy,Food & Staples Retailing,1,0.885,64.47%,27.47%,8.06%
38359 4 2014,2014,Barilla Holding SpA,Italy,Food & Staples Retailing,1,1.67,60.84%,25.15%,14.01%
38359 4 2015,2015,Barilla Holding SpA,Italy,Food & Staples Retailing,1,1.701,59.59%,26.65%,13.76%
38359 5 2014,2014,Barilla Holding SpA,Italy,Food & Staples Retailing,1,0.926,68.03%,23.54%,8.42%
38359 5 2015,2015,Barilla Holding SpA,Italy,Food & Staples Retailing,1,0.936,74.97%,16.68%,8.34%
38359 6 2014,2014,Barilla Holding SpA,Italy,Food & Staples Retailing,0.14,0.181,null,null,null
38359 6 2015,2015,Barilla Holding SpA,Italy,Food & Staples Retailing,0.14,0.211,null,null,null
38359 7 2014,2014,Barilla Holding SpA,Italy,Food & Staples Retailing,0.27,0.316,null,null,null
38359 7 2015,2015,Barilla Holding SpA,Italy,Food & Staples Retailing,0.27,0.365,null,null,null
38359 7 2016,2016,Barilla Holding SpA,Italy,Food & Staples Retailing,0.27,0.386,null,null,null
38359 8 2014,2014,Barilla Holding SpA,Italy,Food & Staples Retailing,0.275,0.323,null,null,null
38359 8 2015,2015,Barilla Holding SpA,Italy,Food & Staples Retailing,0.275,1.236,65.61%,16.10%,18.28%
38359 8 2016,2016,Barilla Holding SpA,Italy,Food & Staples Retailing,0.275,0.34,null,null,null
38359 9 2016,2016,Barilla Holding SpA,Italy,Food & Staples Retailing,1,1.33,null,null,null
38459 1 2013,2013,Bumble Bee Foods LLC,USA,"Food, Beverage & Tobacco",0.179,0.68,80.88%,14.71%,4.41%
38459 2 2013,2013,Bumble Bee Foods LLC,USA,"Food, Beverage & Tobacco",0.179,0.39,84.62%,5.13%,10.26%
39118 1 2013,2013,Stonyfield Farm Inc,USA,"Food, Beverage & Tobacco",1000,1361,null,null,null
39118 1 2014,2014,Stonyfield Farm Inc,USA,"Food, Beverage & Tobacco",1000,1360,null,null,null
3928 1 2014,2014,Tata Steel Europe,United Kingdom,Materials,1,1.1,null,null,null
3928 2 2014,2014,Tata Steel Europe,United Kingdom,Materials,1,1.2,null,null,null
3928 3 2014,2014,Tata Steel Europe,United Kingdom,Materials,1,1.05,null,null,null
394 10 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.12,1.69,null,null,null
394 11 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.0465,0.33,null,null,null
394 1 2015,2015,Ajinomoto Co.Inc.,Japan,Food & Beverage Processing,25,130,33.41%,63.64%,2.94%
394 1 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",25,130,33.41%,63.64%,2.94%
394 12 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",20,301,39.91%,59.54%,0.55%
394 13 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.126,0.74,null,null,null
394 14 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",25,319,36.95%,60.44%,2.61%
394 15 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",20,433,27.91%,70.59%,1.49%
394 16 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",20,585,18.45%,80.45%,1.11%
394 17 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",20,393,20.19%,78.16%,1.65%
394 18 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.011,0.03,null,null,null
394 19 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.4,1.01,null,null,null
394 20 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",20,58,43.90%,53.48%,2.61%
394 21 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.058,0.5,null,null,null
394 2 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.12,0.58,null,null,null
394 22 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.075,0.24,null,null,null
394 3 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.4,1.07,null,null,null
394 4 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.085,0.58,null,null,null
394 5 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.25,0.2,null,null,null
394 6 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",25,780,null,null,null
394 7 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.09,0.27,null,null,null
394 8 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",0.1,0.23,null,null,null
394 9 2017,2017,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",12,155,42.81%,56.61%,0.58%
40638 1 2016,2016,Agraz,Spain,"Food, Beverage & Tobacco",220,155.71,null,null,null
40638 2 2016,2016,Agraz,Spain,"Food, Beverage & Tobacco",25,12.52,null,null,null
40638 3 2016,2016,Agraz,Spain,"Food, Beverage & Tobacco",238,155.78,null,null,null
40638 4 2016,2016,Agraz,Spain,"Food, Beverage & Tobacco",25,16.22,null,null,null
40661 1 2014,2014,Martin Bauer GmbH,Germany,"Food, Beverage & Tobacco",0.002,0.02041,null,null,null
40661 1 2015,2015,Martin Bauer GmbH,Germany,"Food, Beverage & Tobacco",0.002,0.02041,null,null,null
40920 1 2015,2015,Mpact Limited,South Africa,Containers & Packaging,1000,871,null,null,null
41515 1 2013,2013,Times Microwave Systems,USA,Capital Goods,0.03,0.0295,null,null,null
41515 1 2014,2014,Times Microwave Systems,USA,Capital Goods,0.03,0.0255,null,null,null
41515 1 2015,2015,Times Microwave Systems,USA,Electrical Equipment and Machinery,0.03,0.023,null,null,null
41697 1 2016,2016,Humanscale Corporation,USA,Commercial & Professional Services,59.02,39.5,null,null,null
462 7 2013,2013,Akzo Nobel,Netherlands,Materials,1000,1200,15.38%,84.62%,0.00%
41697 2 2016,2016,Humanscale Corporation,USA,Commercial & Professional Services,16.78,34,null,null,null
4226 1 2013,2013,"Daikin Industries, Ltd.",Japan,Capital Goods,17.46331,3653,3.78%,0.63%,95.59%
4226 1 2014,2014,"Daikin Industries, Ltd.",Japan,Capital Goods,17.46331,3505,3.94%,0.66%,95.41%
4226 1 2015,2015,"Daikin Industries, Ltd.",Japan,Capital Goods,17.46331,3505,3.94%,0.66%,95.41%
4226 1 2017,2017,"Daikin Industries, Ltd.",Japan,Capital Goods,17.46331,4218,3.96%,0.55%,95.50%
4226 2 2017,2017,"Daikin Industries, Ltd.",Japan,Capital Goods,149.685,51066,0.98%,0.13%,98.88%
4226 3 2017,2017,"Daikin Industries, Ltd.",Japan,Capital Goods,128.367,39653,0.70%,0.10%,99.21%
4235 10 2015,2015,Daimler AG,Germany,Automobiles & Components,1790,57100,null,null,null
4235 11 2015,2015,Daimler AG,Germany,Automobiles & Components,1735,40600,null,null,null
4235 1 2015,2015,Daimler AG,Germany,Automobiles & Components,1425,30500,null,null,null
4235 12 2015,2015,Daimler AG,Germany,Automobiles & Components,1535,31500,null,null,null
4235 13 2015,2015,Daimler AG,Germany,Automobiles & Components,1850,48800,null,null,null
4235 14 2015,2015,Daimler AG,Germany,Automobiles & Components,1730,69000,null,null,null
4235 15 2016,2016,Daimler AG,Germany,Automobiles & Components,1200,32000,null,null,null
4235 16 2016,2016,Daimler AG,Germany,Automobiles & Components,1200,34000,null,null,null
4235 17 2016,2016,Daimler AG,Germany,Automobiles & Components,1650,12000,null,null,null
4235 18 2016,2016,Daimler AG,Germany,Automobiles & Components,1400,36000,null,null,null
4235 19 2016,2016,Daimler AG,Germany,Automobiles & Components,1800,39000,null,null,null
4235 20 2016,2016,Daimler AG,Germany,Automobiles & Components,1925,24000,null,null,null
4235 21 2016,2016,Daimler AG,Germany,Automobiles & Components,1200,31000,null,null,null
4235 2 2015,2015,Daimler AG,Germany,Automobiles & Components,1425,32500,null,null,null
4235 22 2016,2016,Daimler AG,Germany,Automobiles & Components,2220,60000,null,null,null
4235 23 2016,2016,Daimler AG,Germany,Automobiles & Components,1500,50000,null,null,null
4235 24 2016,2016,Daimler AG,Germany,Automobiles & Components,2320,41000,null,null,null
4235 25 2016,2016,Daimler AG,Germany,Automobiles & Components,2100,38000,18.46%,5.69%,75.85%
4235 26 2016,2016,Daimler AG,Germany,Automobiles & Components,1925,26000,31.44%,9.70%,58.87%
4235 27 2016,2016,Daimler AG,Germany,Automobiles & Components,1400,33000,null,null,null
4235 28 2016,2016,Daimler AG,Germany,Automobiles & Components,2500,39000,null,null,null
4235 29 2016,2016,Daimler AG,Germany,Automobiles & Components,2000,27000,null,null,null
4235 30 2016,2016,Daimler AG,Germany,Automobiles & Components,3500,91000,null,null,null
4235 31 2016,2016,Daimler AG,Germany,Automobiles & Components,3500,39000,null,null,null
4235 3 2015,2015,Daimler AG,Germany,Automobiles & Components,1505,50500,null,null,null
4235 32 2016,2016,Daimler AG,Germany,Automobiles & Components,2050,85000,null,null,null
4235 33 2016,2016,Daimler AG,Germany,Automobiles & Components,2715,51000,null,null,null
4235 34 2016,2016,Daimler AG,Germany,Automobiles & Components,2595,66000,null,null,null
4235 35 2016,2016,Daimler AG,Germany,Automobiles & Components,2585,38000,null,null,null
4235 36 2016,2016,Daimler AG,Germany,Automobiles & Components,2065,72000,null,null,null
4235 37 2016,2016,Daimler AG,Germany,Automobiles & Components,2015,45000,null,null,null
4235 4 2015,2015,Daimler AG,Germany,Automobiles & Components,1580,27400,null,null,null
4235 5 2015,2015,Daimler AG,Germany,Automobiles & Components,1680,47200,null,null,null
4235 6 2015,2015,Daimler AG,Germany,Automobiles & Components,2110,43600,null,null,null
4235 7 2015,2015,Daimler AG,Germany,Automobiles & Components,2015,54000,null,null,null
4235 8 2015,2015,Daimler AG,Germany,Automobiles & Components,1725,22600,null,null,null
4235 9 2015,2015,Daimler AG,Germany,Automobiles & Components,1490,30000,null,null,null
4311 1 2013,2013,Danone,France,"Food, Beverage & Tobacco",1,1.531,65.19%,11.30%,23.51%
4311 2 2013,2013,Danone,France,"Food, Beverage & Tobacco",1,1.297,63.45%,9.10%,27.45%
4311 3 2013,2013,Danone,France,"Food, Beverage & Tobacco",1,0.174,35.63%,17.24%,47.13%
4311 4 2015,2015,Danone,France,Food & Beverage Processing,1,0.145,36.24%,19.78%,43.98%
4311 5 2015,2015,Danone,France,Food & Beverage Processing,1,2.279,78.26%,5.48%,16.26%
4311 6 2015,2015,Danone,France,Food & Beverage Processing,1,1.26,78.78%,4.91%,16.31%
4311 7 2015,2015,Danone,France,Food & Beverage Processing,1,2.253,74.78%,7.31%,17.91%
432 1 2016,2016,Air Liquide,France,Materials,1.785714286,0.567,null,null,null
432 3 2016,2016,Air Liquide,France,Materials,1.25,0.501,null,null,null
4332 1 2014,2014,Darfon Electronics Corp,Taiwan,Technology Hardware & Equipment,0.445,10.41,null,null,null
4332 1 2015,2015,Darfon Electronics Corp,Taiwan,Technology Hardware & Equipment,0.158,0.89,null,null,null
4416 1 2016,2016,Delta Electronics,Taiwan,Technology Hardware & Equipment,0.26,1.86,84.09%,15.91%,0.00%
4416 2 2016,2016,Delta Electronics,Taiwan,Technology Hardware & Equipment,0.363,7.9,96.84%,3.16%,0.00%
4416 3 2016,2016,Delta Electronics,Taiwan,Technology Hardware & Equipment,81.918782,686.42,95.14%,4.86%,0.00%
4416 4 2016,2016,Delta Electronics,Taiwan,Technology Hardware & Equipment,4.1,69.437,5.49%,94.51%,0.00%
4433 10 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,2.12,348,48.89%,18.64%,32.47%
4433 11 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,2.56,408,45.95%,17.53%,36.52%
4433 1 2013,2013,Dell Inc.,USA,Technology Hardware & Equipment,2.52,350,null,null,null
4433 12 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,1.36,310,58.66%,22.37%,18.97%
4433 13 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,1.63,276,56.39%,21.51%,22.10%
4433 14 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,7.03,480,36.35%,13.86%,49.79%
4433 2 2013,2013,Dell Inc.,USA,Technology Hardware & Equipment,11.7,800,null,null,null
462 8 2013,2013,Akzo Nobel,Netherlands,Materials,1000,220,59.09%,40.91%,0.00%
4433 3 2013,2013,Dell Inc.,USA,Technology Hardware & Equipment,26.1,6360,null,null,null
4433 3 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,26.1,6360,5.72%,2.18%,92.10%
4433 4 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,5.7,624,32.60%,12.43%,54.97%
4433 5 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,6,667,28.39%,10.83%,60.78%
4433 6 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,2,314,50.19%,19.14%,30.67%
4433 7 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,2.22,309,53.71%,20.48%,25.81%
4433 8 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,2,292,55.78%,21.27%,22.95%
4433 9 2015,2015,Dell Inc.,USA,Technology Hardware & Equipment,2.3,311,53.80%,20.52%,25.68%
462 10 2013,2013,Akzo Nobel,Netherlands,Materials,1,5.5,null,null,null
462 10 2014,2014,Akzo Nobel,Netherlands,Materials,1000,5500,null,null,null
462 10 2015,2015,Akzo Nobel,Netherlands,Chemicals,1000,6500,null,null,null
462 10 2016,2016,Akzo Nobel,Netherlands,Materials,1000,6240,null,null,null
462 11 2014,2014,Akzo Nobel,Netherlands,Materials,1000,3100,83.55%,16.45%,0.00%
462 1 2013,2013,Akzo Nobel,Netherlands,Materials,1000,2000,95.96%,4.04%,0.00%
462 1 2014,2014,Akzo Nobel,Netherlands,Materials,1000,2000,95.96%,4.04%,0.00%
462 12 2014,2014,Akzo Nobel,Netherlands,Materials,1000,4900,null,null,null
462 13 2015,2015,Akzo Nobel,Netherlands,Chemicals,1000,4700,91.30%,8.70%,0.00%
462 14 2016,2016,Akzo Nobel,Netherlands,Materials,1000,1320,null,null,null
462 15 2016,2016,Akzo Nobel,Netherlands,Materials,1000,141,null,null,null
462 16 2016,2016,Akzo Nobel,Netherlands,Materials,1000,440,null,null,null
462 17 2016,2016,Akzo Nobel,Netherlands,Materials,1,2.85,null,null,null
462 18 2016,2016,Akzo Nobel,Netherlands,Materials,1000,1800,null,null,null
462 2 2013,2013,Akzo Nobel,Netherlands,Materials,1000,1600,94.94%,5.06%,0.00%
462 2 2014,2014,Akzo Nobel,Netherlands,Materials,1000,1600,94.94%,5.06%,0.00%
462 2 2015,2015,Akzo Nobel,Netherlands,Chemicals,1000,1600,94.94%,5.06%,0.00%
462 3 2013,2013,Akzo Nobel,Netherlands,Materials,1000,2200,96.33%,3.67%,0.00%
462 3 2014,2014,Akzo Nobel,Netherlands,Materials,1000,2200,96.33%,3.67%,0.00%
462 3 2015,2015,Akzo Nobel,Netherlands,Chemicals,1000,2200,96.33%,3.67%,0.00%
462 4 2013,2013,Akzo Nobel,Netherlands,Materials,1,3,70.20%,29.80%,0.00%
462 4 2014,2014,Akzo Nobel,Netherlands,Materials,1000,3420,71.64%,28.36%,0.00%
462 4 2015,2015,Akzo Nobel,Netherlands,Chemicals,1000,2580,74.81%,25.19%,0.00%
462 4 2016,2016,Akzo Nobel,Netherlands,Materials,1,2.54,null,null,null
462 5 2013,2013,Akzo Nobel,Netherlands,Materials,1,2.2,50.18%,49.82%,0.00%
462 5 2014,2014,Akzo Nobel,Netherlands,Materials,1000,3010,65.45%,34.55%,0.00%
462 5 2015,2015,Akzo Nobel,Netherlands,Chemicals,1000,2760,64.74%,35.26%,0.00%
462 5 2016,2016,Akzo Nobel,Netherlands,Materials,1,2.69,null,null,null
462 6 2013,2013,Akzo Nobel,Netherlands,Materials,1,2,63.73%,36.27%,0.00%
462 6 2014,2014,Akzo Nobel,Netherlands,Materials,1000,3400,75.88%,24.12%,0.00%
462 6 2015,2015,Akzo Nobel,Netherlands,Chemicals,1000,2910,74.23%,25.77%,0.00%
462 6 2016,2016,Akzo Nobel,Netherlands,Materials,1,3.56,null,null,null
462 9 2013,2013,Akzo Nobel,Netherlands,Materials,1000,850,null,null,null
46693 1 2013,2013,NCP ALCOHOLS,South Africa,"Food, Beverage & Tobacco",1041.666667,2019,null,null,null
46693 1 2016,2016,NCP ALCOHOLS,South Africa,"Food, Beverage & Tobacco",1041.666667,1280,null,null,null
46702 1 2014,2014,MUNTONS PLC,United Kingdom,Food & Staples Retailing,1000,603,49.92%,50.08%,0.00%
46702 2 2015,2015,MUNTONS PLC,United Kingdom,Food & Staples Retailing,1000,520,null,null,null
46702 2 2016,2016,MUNTONS PLC,United Kingdom,"Food, Beverage & Tobacco",1000,561,56.15%,29.54%,14.31%
46702 3 2016,2016,MUNTONS PLC,United Kingdom,"Food, Beverage & Tobacco",1000,947,null,null,null
46702 4 2016,2016,MUNTONS PLC,United Kingdom,"Food, Beverage & Tobacco",1000,599,null,null,null
46702 5 2016,2016,MUNTONS PLC,United Kingdom,"Food, Beverage & Tobacco",1000,240,null,null,null
46807 1 2016,2016,BORMIOLI LUIGI,Italy,Materials,0.354,0.944,null,null,null
46807 2 2016,2016,BORMIOLI LUIGI,Italy,Materials,0.195,0.531,null,null,null
47200 1 2015,2015,HUMAX ELECTRONICS CO LTD,South Korea,Technology Hardware & Equipment,1.98804,79.188,11.75%,1.61%,86.60%
47410 1 2014,2014,Maxxis International,Taiwan,Automobiles & Components,12.7,105.924,null,null,null
47498 1 2013,2013,CartOne S.r.l.,Italy,Materials,1,1.16,88.79%,11.21%,0.00%
47502 1 2013,2013,Fabrica de Tapas Bavaria,Colombia,"Food, Beverage & Tobacco",0.00235,0.0004,null,null,null
47502 1 2014,2014,Fabrica de Tapas Bavaria,Colombia,"Food, Beverage & Tobacco",0.00235,0.00043,null,null,null
